Last,First,Minutes,Seconds,Goals,Shots,AttackingGoals,AttackingShots,CenterGoals,CenterShots,DriveGoals,DriveShots,ExtraGoals,ExtraShots,PenaltyGoals,PenaltyShots,CounterGoals,CounterShots,FoulGoals,FoulShots,TO,ST,RB,BL,AS,SPWins,SPAttempts,CPEX,FPEX,DSEX,M6EX,CSEX,DBEX,PEX,EXPLUS,TotalEX,Team,Opponent,Result,FullTimeGoals,Ref1,Ref2,MatchNum,Tournament,GameNum,FullName
KADIVEC,Jasa,19.0,30.0,1.0,3.0,0.0,1.0,0.0,0.0,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,S,2,SLO,ROU,0.0,5.0,BERISHVILI,SHILDAN,14,EC2024,EC2024-14,KADIVEC J.
CANC,Matija Bernard,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,SLO,ROU,0.0,5.0,BERISHVILI,SHILDAN,14,EC2024,EC2024-14,CANC M.
LAH,Jasa,16.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,SLO,ROU,0.0,5.0,BERISHVILI,SHILDAN,14,EC2024,EC2024-14,LAH J.
STEFANOVIC,Vukasin,19.0,30.0,1.0,2.0,0.0,0.0,0.0,0.0,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,SLO,ROU,0.0,5.0,BERISHVILI,SHILDAN,14,EC2024,EC2024-14,STEFANOVIC V.
PUSAVEC,Andraz,13.0,32.0,1.0,4.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,1.0,DNT,DNT,DNT,0.0,0.0,S,3,SLO,ROU,0.0,5.0,BERISHVILI,SHILDAN,14,EC2024,EC2024-14,PUSAVEC A.
SANTAK,Miha,21.0,48.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,SLO,ROU,0.0,5.0,BERISHVILI,SHILDAN,14,EC2024,EC2024-14,SANTAK M.
SELJAK,Jurij,18.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,3.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,SLO,ROU,0.0,5.0,BERISHVILI,SHILDAN,14,EC2024,EC2024-14,SELJAK J.
JUSTIN,Jan,11.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,0,1,SLO,ROU,0.0,5.0,BERISHVILI,SHILDAN,14,EC2024,EC2024-14,JUSTIN J.
TROPPAN,Aljaz,21.0,20.0,0.0,3.0,0.0,0.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,2.0,0.0,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,0,1,SLO,ROU,0.0,5.0,BERISHVILI,SHILDAN,14,EC2024,EC2024-14,TROPPAN A.
CERAR,Aleksander,17.0,59.0,0.0,2.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,2.0,0.0,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,0,2,SLO,ROU,0.0,5.0,BERISHVILI,SHILDAN,14,EC2024,EC2024-14,CERAR A.
ZURBI,Gasper,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,SLO,ROU,0.0,5.0,BERISHVILI,SHILDAN,14,EC2024,EC2024-14,ZURBI G.
KAID,Robert,7.0,28.0,1.0,1.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,SVK,ISR,1.0,15.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,KAID R.
TISAJ,Patrik,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,0.0,2,SVK,ISR,1.0,15.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,TISAJ P.
MATEJKA,Milan,7.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,0.0,1,SVK,ISR,1.0,15.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,MATEJKA M.
BACO,Dani,2.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,SVK,ISR,1.0,15.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,BACO D.
BIELIK,Tomas,13.0,57.0,1.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,1,SVK,ISR,1.0,15.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,BIELIK T.
TKAC,Maros,24.0,39.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,0.0,2,SVK,ISR,1.0,15.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,TKAC M.
TKAC,Marek,29.0,3.0,4.0,8.0,2.0,4.0,0.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,1,SVK,ISR,1.0,15.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,TKAC M.
FURMAN,Adam,31.0,22.0,6.0,12.0,3.0,4.0,0.0,0.0,,,2.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,,1.0,0.0,0.0,1.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,SVK,ISR,1.0,15.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,FURMAN A.
MIHAL,Marco,7.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,2,SVK,ISR,1.0,15.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,MIHAL M.
CARAJ,Matej,24.0,9.0,0.0,2.0,0.0,0.0,0.0,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,1,SVK,ISR,1.0,15.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,CARAJ M.
BALAZ,Samuel,28.0,17.0,2.0,7.0,0.0,1.0,0.0,0.0,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,SVK,ISR,1.0,15.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,BALAZ S.
BALOGH,Filip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,SVK,ISR,1.0,15.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,BALOGH F.
SCHLEIN,Or,22.0,43.0,0.0,6.0,0.0,0.0,0.0,0.0,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,2,ISR,SVK,0.0,9.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,SCHLEIN O.
GROS,Ronen,26.0,18.0,2.0,7.0,0.0,2.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,,0.0,0.0,2.0,2.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,1,ISR,SVK,0.0,9.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,GROS R.
ROTH,Itai,14.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,ISR,SVK,0.0,9.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,ROTH I.
BEGIN,Vlad,16.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,2,ISR,SVK,0.0,9.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,BEGIN V.
BEN GAL CHALUTZ,Elai,8.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,1,ISR,SVK,0.0,9.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,BEN GAL CHALUTZ E.
HALEVY,Kay,15.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,ISR,SVK,0.0,9.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,HALEVY K.
GOLDSCHMIDT,Ido,28.0,18.0,4.0,5.0,0.0,1.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,1.0,0.0,1,ISR,SVK,0.0,9.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,GOLDSCHMIDT I.
KOTER,Dor,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,ISR,SVK,0.0,9.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,KOTER D.
RENDLER,Yoav,26.0,39.0,2.0,5.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,2.0,0.0,2.0,2.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,ISR,SVK,0.0,9.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,RENDLER Y.
BUZAGLO,Ori,19.0,41.0,1.0,2.0,0.0,0.0,0.0,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,ISR,SVK,0.0,9.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,BUZAGLO O.
GRUNDLYAND,Tom,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,0.0,1,ISR,SVK,0.0,9.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,GRUNDLYAND T.
SMIRNOV,Maxim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,ISR,SVK,0.0,9.0,BERISHVILI,EVERS,25,EC2024,EC2024-25,SMIRNOV M.
POPOVIC,Benjamin,15.0,24.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,0,1,SLO,MLT,1.0,10.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,POPOVIC B.
KADIVEC,Jasa,26.0,22.0,2.0,6.0,0.0,2.0,0.0,0.0,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,,0.0,1.0,0.0,0.0,3.0,0.0,DNT,DNT,DNT,0.0,0.0,S,3,SLO,MLT,1.0,10.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,KADIVEC J.
CANC,Matija Bernard,12.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,SLO,MLT,1.0,10.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,CANC M.
LAH,Jasa,13.0,37.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,0,1,SLO,MLT,1.0,10.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,LAH J.
STEFANOVIC,Vukasin,23.0,6.0,2.0,5.0,0.0,1.0,0.0,0.0,,,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,,0.0,0.0,0.0,0.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,0,2,SLO,MLT,1.0,10.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,STEFANOVIC V.
SANTAK,Miha,8.0,25.0,1.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,,1.0,0.0,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,1.0,S,3,SLO,MLT,1.0,10.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,SANTAK M.
PAUNOVIC,Aleksander,22.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,SLO,MLT,1.0,10.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,PAUNOVIC A.
SELJAK,Jurij,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,2.0,4.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,SLO,MLT,1.0,10.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,SELJAK J.
JUSTIN,Jan,13.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,SLO,MLT,1.0,10.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,JUSTIN J.
TROPPAN,Aljaz,29.0,59.0,4.0,6.0,1.0,2.0,0.0,0.0,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,SLO,MLT,1.0,10.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,TROPPAN A.
CERAR,Aleksander,11.0,19.0,1.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,1.0,1.0,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,0,2,SLO,MLT,1.0,10.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,CERAR A.
ZURBI,Gasper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,SLO,MLT,1.0,10.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,ZURBI G.
BUGELLI,Nicholas,5.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,MLT,SLO,0.0,8.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,BUGELLI N.
GALEA,Liam,16.0,59.0,1.0,3.0,0.0,0.0,1.0,2.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,MLT,SLO,0.0,8.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,GALEA L.
FARRUGIA,Gianni,8.0,24.0,0.0,2.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,MLT,SLO,0.0,8.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,FARRUGIA G.
CACHIA,Jake,16.0,27.0,2.0,4.0,0.0,1.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,MLT,SLO,0.0,8.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,CACHIA J.
BONAVIA,Jake,21.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,3.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,MLT,SLO,0.0,8.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,BONAVIA J.
MUSCAT MELITO,Jake,25.0,22.0,1.0,9.0,0.0,1.0,0.0,0.0,,,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,DNT,DNT,DNT,0.0,1.0,S,3,MLT,SLO,0.0,8.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,MUSCAT MELITO J.
CUTAJAR,Jayden,29.0,23.0,4.0,7.0,0.0,3.0,0.0,0.0,,,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,,0.0,1.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,MLT,SLO,0.0,8.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,CUTAJAR J.
ABELA,Jeremy,15.0,47.0,0.0,2.0,0.0,0.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,0,2,MLT,SLO,0.0,8.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,ABELA J.
ZAMMIT,Nikolai,22.0,38.0,0.0,3.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,0,2,MLT,SLO,0.0,8.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,ZAMMIT N.
ZAMMIT,Darren,15.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,MLT,SLO,0.0,8.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,ZAMMIT D.
AZZOPARDI,Matthias,11.0,26.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,MLT,SLO,0.0,8.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,AZZOPARDI M.
BUSUTTIL,Benjamin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,MLT,SLO,0.0,8.0,SCHOPP,MATIJASEVIC,26,EC2024,EC2024-26,BUSUTTIL B.
AKHVLEDIANI,Besarion,20.0,11.0,1.0,2.0,0.0,1.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,2.0,1.0,1.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,GEO,GER,1.0,15.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,AKHVLEDIANI B.
DADVANI,Valiko,9.0,25.0,2.0,3.0,1.0,1.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,,0.0,0.0,0.0,0.0,1.0,2.0,DNT,DNT,DNT,0.0,0.0,S,3,GEO,GER,1.0,15.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,DADVANI V.
SHUSHIASHVILI,Nika,28.0,16.0,1.0,6.0,0.0,2.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,0.0,1.0,1.0,3.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,GEO,GER,1.0,15.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,SHUSHIASHVILI N.
BITADZE,Andria,9.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,GEO,GER,1.0,15.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,BITADZE A.
TKESHELASHVILI,Saba,9.0,27.0,0.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,0,2,GEO,GER,1.0,15.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,TKESHELASHVILI S.
JAKHAIA,Khvicha,11.0,43.0,0.0,2.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,GEO,GER,1.0,15.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,JAKHAIA K.
DZIKHTSIARENKA,Artsiom,17.0,4.0,1.0,3.0,0.0,2.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,1.0,0,2,GEO,GER,1.0,15.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,DZIKHTSIARENKA A.
IMNAISHVILI,Revaz,27.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,0,1,GEO,GER,1.0,15.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,IMNAISHVILI R.
MAGRAKVELIDZE,Giorgi,21.0,24.0,1.0,3.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,,1.0,1.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,1.0,0,1,GEO,GER,1.0,15.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,MAGRAKVELIDZE G.
VASIC,Dusan,23.0,23.0,5.0,5.0,1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,,0.0,4.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,GEO,GER,1.0,15.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,VASIC D.
PJESIVAC,Stefan,13.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,GEO,GER,1.0,15.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,PJESIVAC S.
KAPANADZE,Beka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,GEO,GER,1.0,15.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,KAPANADZE B.
BOZIC,Zoran,24.0,48.0,3.0,8.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,S,2,GER,GEO,0.0,10.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,BOZIC Z.
