Last,First,Minutes,Seconds,Goals,Shots,AttackingGoals,AttackingShots,CenterGoals,CenterShots,DriveGoals,DriveShots,ExtraGoals,ExtraShots,PenaltyGoals,PenaltyShots,CounterGoals,CounterShots,FoulGoals,FoulShots,TO,ST,RB,BL,AS,SPWins,SPAttempts,CPEX,FPEX,DSEX,M6EX,CSEX,DBEX,PEX,EXPLUS,TotalEX,Team,Opponent,Result,FullTimeGoals,Ref1,Ref2,MatchNum,Tournament,GameNum,FullName
KORBEL,Ferdinand,11.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,GER,GEO,0.0,10.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,KORBEL F.
DYCK,Mark,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,0,2,GER,GEO,0.0,10.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,DYCK M.
SCHUTZE,Fynn,21.0,11.0,2.0,5.0,0.0,0.0,0.0,0.0,,,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,GER,GEO,0.0,10.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,SCHUTZE F.
DOLFF,Philipp,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,GER,GEO,0.0,10.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,DOLFF P.
STRELEZKIJ,Denis,29.0,43.0,4.0,11.0,0.0,1.0,0.0,0.0,,,3.0,4.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,,1.0,2.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,1.0,0,2,GER,GEO,0.0,10.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,STRELEZKIJ D.
CHIRU,Yannek,25.0,47.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,2.0,3.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,GER,GEO,0.0,10.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,CHIRU Y.
SEKULIC,Aleks,24.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,GER,GEO,0.0,10.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,SEKULIC A.
SEIFERT,Sascha,7.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,GER,GEO,0.0,10.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,SEIFERT S.
SCHIPPER,Niclas,18.0,21.0,1.0,2.0,0.0,0.0,0.0,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,0,2,GER,GEO,0.0,10.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,SCHIPPER N.
TAUBERT,Finn,7.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,GER,GEO,0.0,10.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,TAUBERT F.
VERNET SCHWEIMER,Max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,GER,GEO,0.0,10.0,MATIJASEVIC,EVERS,34,EC2024,EC2024-34,VERNET SCHWEIMER M.
SAUDADIER,Remi,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,1.0,0.0,0,2,FRA,NED,1.0,16.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,SAUDADIER R.
CROUSILLAT,Ugo,31.0,38.0,4.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,FRA,NED,1.0,16.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,CROUSILLAT U.
BOUET,Alexandre,13.0,47.0,1.0,4.0,0.0,3.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,FRA,NED,1.0,16.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,BOUET A.
KHASZ,Enzo,21.0,15.0,3.0,3.0,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,0,2,FRA,NED,1.0,16.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,KHASZ E.
VERNOUX,Thomas,29.0,25.0,5.0,7.0,2.0,3.0,0.0,0.0,,,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,1.0,1.0,2.0,3.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,FRA,NED,1.0,16.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,VERNOUX T.
CANONNE,Charles,11.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,0,1,FRA,NED,1.0,16.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,CANONNE C.
BJORCH,Emil,6.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,DNT,DNT,DNT,0.0,0.0,S,3,FRA,NED,1.0,16.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,BJORCH E.
MARZOUKI,Mehdi,20.0,34.0,1.0,2.0,0.0,0.0,0.0,0.0,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,1.0,0.0,0.0,0.0,0.0,2.0,DNT,DNT,DNT,0.0,0.0,0,2,FRA,NED,1.0,16.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,MARZOUKI M.
BODEGAS,Michael,18.0,46.0,1.0,3.0,0.0,0.0,0.0,2.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,,0.0,1.0,0.0,0.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,0,2,FRA,NED,1.0,16.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,BODEGAS M.
VANPEPERSTRAETE,P.,6.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,1.0,0,2,FRA,NED,1.0,16.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,VANPEPERSTRAETE P.
NARDON,Enzo,13.0,48.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,1.0,0,1,FRA,NED,1.0,16.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,NARDON E.
FONTANI,Hugo,30.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,FRA,NED,1.0,16.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,FONTANI H.
GBADAMASSI,Bilal,21.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,1.0,0,1,NED,FRA,0.0,9.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,GBADAMASSI B.
ROUWENHORST,Jeroen,8.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,NED,FRA,0.0,9.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,ROUWENHORST J.
KASTROP,Flemming,16.0,46.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,1.0,0,2,NED,FRA,0.0,9.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,KASTROP F.
VAN IJPEREN,Guus,22.0,12.0,1.0,4.0,0.0,1.0,0.0,0.0,,,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,NED,FRA,0.0,9.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,VAN IJPEREN G.
DE MEY,Tim,21.0,15.0,1.0,4.0,0.0,0.0,0.0,0.0,,,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,NED,FRA,0.0,9.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,DE MEY T.
TE RIELE,Kas,8.0,35.0,2.0,4.0,0.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,DNT,DNT,DNT,0.0,1.0,S,2,NED,FRA,0.0,9.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,TE RIELE K.
NISPELING,Jesse,7.0,51.0,0.0,2.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,0,2,NED,FRA,0.0,9.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,NISPELING J.
MULLER,Jorn,22.0,30.0,3.0,4.0,1.0,1.0,0.0,0.0,,,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,2.0,3.0,0.0,1.0,DNT,DNT,DNT,0.0,1.0,0,2,NED,FRA,0.0,9.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,MULLER J.
VAN DEN BURG,Sam,16.0,47.0,0.0,4.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,1.0,0.0,0,1,NED,FRA,0.0,9.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,VAN DEN BURG S.
KOOPMAN,Jesse,20.0,46.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,NED,FRA,0.0,9.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,KOOPMAN J.
VAN DER WEIJDEN,Mart,23.0,16.0,2.0,5.0,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,,2.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,NED,FRA,0.0,9.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,VAN DER WEIJDEN M.
WESTERVELD,Joran,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,NED,FRA,0.0,9.0,BERISHVILI,SCHOPP,33,EC2024,EC2024-33,WESTERVELD J.
MUNARRIZ EGANA,Alberto,21.0,25.0,1.0,3.0,1.0,2.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,ESP,ITA,1.0,7.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,MUNARRIZ EGANA A.
GRANADOS ORTEGA,Alvaro,30.0,57.0,2.0,7.0,0.0,1.0,0.0,0.0,,,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,2.0,1.0,1.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,ESP,ITA,1.0,7.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,GRANADOS ORTEGA A.
SANAHUJA CARNE,Bernat,18.0,47.0,0.0,3.0,0.0,2.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,2.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,0,2,ESP,ITA,1.0,7.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,SANAHUJA CARNE B.
DE TORO DOMINGUEZ,Miguel,15.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,0,1,ESP,ITA,1.0,7.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,DE TORO DOMINGUEZ M.
LARUMBE GONFAUS,Marc,24.0,57.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,0,2,ESP,ITA,1.0,7.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,LARUMBE GONFAUS M.
BIEL LARA,Unai,7.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,0,2,ESP,ITA,1.0,7.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,BIEL LARA U.
CABANAS PEGADO,Sergi,16.0,36.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,0,2,ESP,ITA,1.0,7.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,CABANAS PEGADO S.
TAHULL COMPTE,Roger,7.0,59.0,0.0,2.0,0.0,0.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,ESP,ITA,1.0,7.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,TAHULL COMPTE R.
PERRONE ROCHA,Felipe,26.0,59.0,2.0,6.0,1.0,4.0,0.0,0.0,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,0,1,ESP,ITA,1.0,7.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,PERRONE ROCHA F.
MALLARACH GUELL,Blai,11.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,ESP,ITA,1.0,7.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,MALLARACH GUELL B.
BUSTOS SANCHEZ,Alejandro,9.0,7.0,1.0,2.0,1.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,DNT,DNT,DNT,0.0,1.0,S,3,ESP,ITA,1.0,7.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,BUSTOS SANCHEZ A.
LORRIO BEJAR,Eduardo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,ESP,ITA,1.0,7.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,LORRIO BEJAR E.
DI FULVIO,Francesco,28.0,45.0,0.0,7.0,0.0,3.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,,2.0,1.0,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,0.0,1,ITA,ESP,0.0,4.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,DI FULVIO F.
CONDEMI,Francesco,18.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,1,ITA,ESP,0.0,4.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,CONDEMI F.
MARZIALI,Luca,16.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,ITA,ESP,0.0,4.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,MARZIALI L.
FONDELLI,Andrea,21.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,1.0,0.0,2,ITA,ESP,0.0,4.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,FONDELLI A.
VELOTTO,Alessandro,15.0,34.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,1,ITA,ESP,0.0,4.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,VELOTTO A.
RENZUTO IODICE,Vincenzo,5.0,41.0,0.0,2.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,2,ITA,ESP,0.0,4.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,RENZUTO IODICE V.
ECHENIQUE,Oscar Gonzalo,21.0,52.0,0.0,2.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,0.0,1,ITA,ESP,0.0,4.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,ECHENIQUE G.
PRESCIUTTI,Nicholas,9.0,48.0,0.0,3.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,1.0,0.0,2,ITA,ESP,0.0,4.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,PRESCIUTTI N.
BRUNI,Lorenzo,12.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,1,ITA,ESP,0.0,4.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,BRUNI L.
DI SOMMA,Edoardo,27.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,,,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,0.0,2,ITA,ESP,0.0,4.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,DI SOMMA E.
DOLCE,Vincenzo,12.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,1,ITA,ESP,0.0,4.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,DOLCE V.
NICOSIA,Gianmarco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,ITA,ESP,0.0,4.0,MARGETA,STAVRIDIS,44,EC2024,EC2024-44,NICOSIA G.
TATRAI,David Marcell,25.0,34.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,HUN,CRO,0.0,8.0,ALEXANDRESCU,PUTNIKOVIC,43,EC2024,EC2024-43,TATRAI D.
VARGA,Vince,8.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,0,2,HUN,CRO,0.0,8.0,ALEXANDRESCU,PUTNIKOVIC,43,EC2024,EC2024-43,VARGA V.
POHL,Zoltan,16.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,0,2,HUN,CRO,0.0,8.0,ALEXANDRESCU,PUTNIKOVIC,43,EC2024,EC2024-43,POHL Z.
VIGVARI,Vince,25.0,31.0,3.0,7.0,2.0,2.0,0.0,0.0,,,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,HUN,CRO,0.0,8.0,ALEXANDRESCU,PUTNIKOVIC,43,EC2024,EC2024-43,VIGVARI V.
NAGY,Adam,26.0,41.0,3.0,9.0,0.0,1.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,,0.0,2.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,1.0,0,2,HUN,CRO,0.0,8.0,ALEXANDRESCU,PUTNIKOVIC,43,EC2024,EC2024-43,NAGY A.
FEKETE,Gergo,20.0,39.0,2.0,5.0,0.0,1.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,HUN,CRO,0.0,8.0,ALEXANDRESCU,PUTNIKOVIC,43,EC2024,EC2024-43,FEKETE G.
BURIAN,Gergely,21.0,9.0,0.0,2.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,HUN,CRO,0.0,8.0,ALEXANDRESCU,PUTNIKOVIC,43,EC2024,EC2024-43,BURIAN G.
KOVACS,Peter,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,0,1,HUN,CRO,0.0,8.0,ALEXANDRESCU,PUTNIKOVIC,43,EC2024,EC2024-43,KOVACS P.
VIGVARI,Vendel,15.0,17.0,0.0,2.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,DNT,DNT,DNT,0.0,1.0,0,2,HUN,CRO,0.0,8.0,ALEXANDRESCU,PUTNIKOVIC,43,EC2024,EC2024-43,VIGVARI V.
VISMEG,Zsombor,7.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,DNT,DNT,DNT,0.0,0.0,S,3,HUN,CRO,0.0,8.0,ALEXANDRESCU,PUTNIKOVIC,43,EC2024,EC2024-43,VISMEG Z.
HARAI,Balazs,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,1.0,0.0,0,2,HUN,CRO,0.0,8.0,ALEXANDRESCU,PUTNIKOVIC,43,EC2024,EC2024-43,HARAI B.
GYAPJAS,Viktor,27.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,HUN,CRO,0.0,8.0,ALEXANDRESCU,PUTNIKOVIC,43,EC2024,EC2024-43,GYAPJAS V.
